choice_code,choice_name,choice_value,category,common_code,product_name,rakuten_sku,total_quantity,frequency
"★1つ目:N03サーモンチップ10g
★2つ目:N04.サーモンフレーク20g
★3つ目:N01エゾ鹿チップ10g
★4つ目※クマザサふりかけはこちら:N09.クマザサ鮭ふりかけ30g
☆メール便のため同梱不可です:了承済み",選択肢_1523,"★1つ目:N03サーモンチップ10g
★2つ目:N04.サーモンフレーク20g
★3つ目:N01エゾ",auto_extracted,CM2023,"★1つ目:N03サーモンチップ10g
★2つ目:N04.サーモンフレーク20g
★3つ目:N01エゾ",CHOICE_CM2023,3,3
"1つ目:R04 サーモンハラス100g
2つ目:R04 サーモンハラス100g
3つ目:R04 サーモンハラス100g
4つ目:R04 サーモンハラス100g
5つ目:R04 サーモンハラス100g
★メール便のため同梱不可です:了承済",選択肢_1524,"サーモンハラス100g
2つ目:R04 サーモンハラス100g
3つ目:R04 サーモンハラス100g
4つ目:R04 サーモンハラス100g
5つ目:R04 サーモンハラス100g
★メール便のため同梱不可です:了承済",auto_extracted,CM2024,"サーモンハラス100g
2つ目:R04 サーモンハラス100g
3つ目:R04 サーモンハラス100g
4つ目:R04 サーモンハラス100g
5つ目:R04 サーモンハラス100g
★メール便のため同梱不可です:了承済",CHOICE_CM2024,3,3
"◆１:R06 スライスサーモン30g
◆２:R06 スライスサーモン30g
◆３:R07 スティックサーモン30g
◆４（※レトルトはこちらからお選びください）:R07 スティックサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1525,"スライスサーモン30g
◆２:R06 スライスサーモン30g
◆３:R07 スティックサーモン30g
◆４（※レトルトはこちらからお",auto_extracted,CM2025,"スライスサーモン30g
◆２:R06 スライスサーモン30g
◆３:R07 スティックサーモン30g
◆４（※レトルトはこちらからお",CHOICE_CM2025,3,3
"★1つ目:M01 エゾ鹿チップ 3g(猫)
★2つ目:M01 エゾ鹿チップ 3g(猫)
★3つ目:M01 エゾ鹿チップ 3g(猫)
★4つ目:M01 エゾ鹿チップ 3g(猫)
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_1526,"★1つ目:M01 エゾ鹿チップ 3g(猫)
★2つ目:M01 エゾ鹿チップ 3g(猫)
★3つ目:M",auto_extracted,CM2026,"★1つ目:M01 エゾ鹿チップ 3g(猫)
★2つ目:M01 エゾ鹿チップ 3g(猫)
★3つ目:M",CHOICE_CM2026,3,3
"◆１:R01 エゾ鹿スライス30g
◆２:R03 ころころエゾ鹿ミンチ30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお選びください）:R18 ころころ牛タン皮30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1527,"エゾ鹿スライス30g
◆２:R03 ころころエゾ鹿ミンチ30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM2027,"エゾ鹿スライス30g
◆２:R03 ころころエゾ鹿ミンチ30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM2027,3,3
"◆１:R07 スティックサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお選びください）:R20 牛タン皮チップ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1528,"スティックサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM2028,"スティックサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM2028,3,3
"◆１:R01 エゾ鹿スライス30g
◆２:R10 鮭白子スライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお選びください）:R06 スライスサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1529,"エゾ鹿スライス30g
◆２:R10 鮭白子スライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM2029,"エゾ鹿スライス30g
◆２:R10 鮭白子スライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM2029,3,3
"1つ目:C05.スライスサーモン(10g)
2つ目:C15.ころころクッキーMIX（8粒）
3つ目:C22.ほっけカットジャーキー(15g）
4つ目:C17.スモークサーモンチップ10g
★メール便のため同梱不可です:了承済",選択肢_1530,"1つ目:C05.スライスサーモン(10g)
2つ目:C15.ころころクッキーMIX（8粒）
3つ目:",auto_extracted,CM2030,"1つ目:C05.スライスサーモン(10g)
2つ目:C15.ころころクッキーMIX（8粒）
3つ目:",CHOICE_CM2030,3,3
"★1つ目:N01エゾ鹿チップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N03サーモンチップ10g
★4つ目※クマザサふりかけはこちら:N09.クマザサ鮭ふりかけ30g
☆メール便のため同梱不可です:了承済み",選択肢_1531,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N03サーモン",auto_extracted,CM2031,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N03サーモン",CHOICE_CM2031,3,3
"◆１:R01 エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R02 エゾ鹿ミンチ30g
◆４（※レトルトはこちらからお選びください）:R08 ひとくちサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1532,"エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R02 エゾ鹿ミンチ30g
◆４（※レトルトはこちらからお",auto_extracted,CM2032,"エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R02 エゾ鹿ミンチ30g
◆４（※レトルトはこちらからお",CHOICE_CM2032,3,3
"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C05.スライスサーモン(10g)
3つ目:C13.豚ハツスライス（10g）
4つ目:C14.豚レバースライス（10g）
★メール便のため同梱不可です:了承済",選択肢_1533,"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C05.スライスサーモン(10g)
3つ目:C13",auto_extracted,CM2033,"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C05.スライスサーモン(10g)
3つ目:C13",CHOICE_CM2033,3,3
"★1つ目:M02 エゾ鹿フレーク 5g(猫)
★2つ目:M03 サーモンチップ 3g(猫)
★3つ目:M05 白子チップ 3g(猫)
★4つ目:M07 チキンフレーク 5g(猫)
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_1534,"★1つ目:M02 エゾ鹿フレーク 5g(猫)
★2つ目:M03 サーモンチップ 3g(猫)
★3つ目",auto_extracted,CM2034,"★1つ目:M02 エゾ鹿フレーク 5g(猫)
★2つ目:M03 サーモンチップ 3g(猫)
★3つ目",CHOICE_CM2034,3,3
"◆１:R01 エゾ鹿スライス30g
◆２:R11 鶏ささみスライス30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお選びください）:R37 エゾ鹿ステーキ100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1535,"エゾ鹿スライス30g
◆２:R11 鶏ささみスライス30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM2035,"エゾ鹿スライス30g
◆２:R11 鶏ささみスライス30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM2035,3,3
"1つ目:R04 サーモンハラス100g
2つ目:R04 サーモンハラス100g
3つ目:R02 エゾ鹿バーグ100g
4つ目:R08 馬うまバーグ100g
5つ目:R01 エゾ鹿ステーキ100g
★メール便のため同梱不可です:了承済",選択肢_1536,"サーモンハラス100g
2つ目:R04 サーモンハラス100g
3つ目:R02 エゾ鹿バーグ100g
4つ目:R08 馬うまバーグ100g
5つ目:R01 エゾ鹿ステーキ100g
★メール便のため同梱不可です:了承済",auto_extracted,CM2036,"サーモンハラス100g
2つ目:R04 サーモンハラス100g
3つ目:R02 エゾ鹿バーグ100g
4つ目:R08 馬うまバーグ100g
5つ目:R01 エゾ鹿ステーキ100g
★メール便のため同梱不可です:了承済",CHOICE_CM2036,3,3
"◆１:R07 スティックサーモン30g
◆２:R07 スティックサーモン30g
◆３:R21 仔牛スペアリブ30g
◆４（※レトルトはこちらからお選びください）:R21 仔牛スペアリブ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1537,"スティックサーモン30g
◆２:R07 スティックサーモン30g
◆３:R21 仔牛スペアリブ30g
◆４（※レトルトはこちらからお",auto_extracted,CM2037,"スティックサーモン30g
◆２:R07 スティックサーモン30g
◆３:R21 仔牛スペアリブ30g
◆４（※レトルトはこちらからお",CHOICE_CM2037,3,3
"◆１:R07 スティックサーモン30g
◆２:R07 スティックサーモン30g
◆３:R07 スティックサーモン30g
◆４（※レトルトはこちらからお選びください）:R21 仔牛スペアリブ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1538,"スティックサーモン30g
◆２:R07 スティックサーモン30g
◆３:R07 スティックサーモン30g
◆４（※レトルトはこちらからお",auto_extracted,CM2038,"スティックサーモン30g
◆２:R07 スティックサーモン30g
◆３:R07 スティックサーモン30g
◆４（※レトルトはこちらからお",CHOICE_CM2038,3,3
"◆１:R11 鶏ささみスライス30g
◆２:R12 鶏むねスライス30g
◆３:R13 鶏砂肝ジャーキー30g
◆４（※レトルトはこちらからお選びください）:R10 鮭白子スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1539,"鶏ささみスライス30g
◆２:R12 鶏むねスライス30g
◆３:R13 鶏砂肝ジャーキー30g
◆４（※レトルトはこちらからお",auto_extracted,CM2039,"鶏ささみスライス30g
◆２:R12 鶏むねスライス30g
◆３:R13 鶏砂肝ジャーキー30g
◆４（※レトルトはこちらからお",CHOICE_CM2039,3,3
"1つ目:C02.ころころエゾ鹿ミンチ(10g)
2つ目:C15.ころころクッキーMIX（8粒）
3つ目:C07.ひとくちサーモン(10g)
4つ目:C02.ころころエゾ鹿ミンチ(10g)
★メール便のため同梱不可です:了承済",選択肢_1540,"1つ目:C02.ころころエゾ鹿ミンチ(10g)
2つ目:C15.ころころクッキーMIX（8粒）
3つ",auto_extracted,CM2040,"1つ目:C02.ころころエゾ鹿ミンチ(10g)
2つ目:C15.ころころクッキーMIX（8粒）
3つ",CHOICE_CM2040,3,3
"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:W38.ラム肉のカットジャーキー 70g",選択肢_1541,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:W38.ラム肉のカットジャ",auto_extracted,CM2041,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:W38.ラム肉のカットジャ",CHOICE_CM2041,3,3
"◆１:R10 鮭白子スライス30g
◆２:R10 鮭白子スライス30g
◆３:R06 スライスサーモン30g
◆４（※レトルトはこちらからお選びください）:R09 フレークサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1542,"鮭白子スライス30g
◆２:R10 鮭白子スライス30g
◆３:R06 スライスサーモン30g
◆４（※レトルトはこちらからお",auto_extracted,CM2042,"鮭白子スライス30g
◆２:R10 鮭白子スライス30g
◆３:R06 スライスサーモン30g
◆４（※レトルトはこちらからお",CHOICE_CM2042,3,3
"◆１:R02 エゾ鹿ミンチ30g
◆２:R05 エゾ鹿レバースライス30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお選びください）:R38 エゾ鹿バーグ 100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1543,"エゾ鹿ミンチ30g
◆２:R05 エゾ鹿レバースライス30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM2043,"エゾ鹿ミンチ30g
◆２:R05 エゾ鹿レバースライス30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM2043,3,3
"★1つ目:N04サーモンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N07チキンフレーク20g
★4つ目※クマザサふりかけはこちら:N10.クマザサ白子ふりかけ30g
☆メール便のため同梱不可です:了承済み",選択肢_1544,"★1つ目:N04サーモンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N07チ",auto_extracted,CM2044,"★1つ目:N04サーモンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N07チ",CHOICE_CM2044,3,3
"◆１:R20 牛タン皮チップ30g
◆２:R25 ふわふわスモークサーモン15g
◆３:R25 ふわふわスモークサーモン15g
◆４（※レトルトはこちらからお選びください）:R38 エゾ鹿バーグ 100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1545,"牛タン皮チップ30g
◆２:R25 ふわふわスモークサーモン15g
◆３:R25 ふわふわスモークサーモン15g
◆４（※レトルトはこちらからお",auto_extracted,CM2045,"牛タン皮チップ30g
◆２:R25 ふわふわスモークサーモン15g
◆３:R25 ふわふわスモークサーモン15g
◆４（※レトルトはこちらからお",CHOICE_CM2045,3,3
"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N07.チキンフレーク20g
★3つ目:N04サーモンフレーク20g
★4つ目※クマザサふりかけはこちら:N10.クマザサ白子ふりかけ30g
☆メール便のため同梱不可です:了承済み",選択肢_1546,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N07.チキンフレーク20g
★3つ目:N04サーモ",auto_extracted,CM2046,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N07.チキンフレーク20g
★3つ目:N04サーモ",CHOICE_CM2046,3,3
"◆１:R08 ひとくちサーモン30g
◆２:R11 鶏ささみスライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお選びください）:R24 入荷待ち（６月初旬入荷予定）
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1547,"ひとくちサーモン30g
◆２:R11 鶏ささみスライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM2047,"ひとくちサーモン30g
◆２:R11 鶏ささみスライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM2047,3,3
"★1つ目:N03サーモンチップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N03サーモンチップ10g
★4つ目※クマザサふりかけはこちら:N06チキンチップ 10g
☆メール便のため同梱不可です:了承済み",選択肢_1548,"★1つ目:N03サーモンチップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N03サーモ",auto_extracted,CM2048,"★1つ目:N03サーモンチップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N03サーモ",CHOICE_CM2048,3,3
"◆１:R01 エゾ鹿スライス30g
◆２:R11 鶏ささみスライス30g
◆３:R20 牛タン皮チップ30g
◆４（※レトルトはこちらからお選びください）:R06 スライスサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1549,"エゾ鹿スライス30g
◆２:R11 鶏ささみスライス30g
◆３:R20 牛タン皮チップ30g
◆４（※レトルトはこちらからお",auto_extracted,CM2049,"エゾ鹿スライス30g
◆２:R11 鶏ささみスライス30g
◆３:R20 牛タン皮チップ30g
◆４（※レトルトはこちらからお",CHOICE_CM2049,3,3
"◆１:R12 鶏むねスライス30g
◆２:R21 仔牛スペアリブ30g
◆３:R01 エゾ鹿スライス30g
◆４（※レトルトはこちらからお選びください）:R42 鶏ささみ 100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1550,"鶏むねスライス30g
◆２:R21 仔牛スペアリブ30g
◆３:R01 エゾ鹿スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM2050,"鶏むねスライス30g
◆２:R21 仔牛スペアリブ30g
◆３:R01 エゾ鹿スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM2050,3,3
"◆１:R07 スティックサーモン30g
◆２:R10 鮭白子スライス30g
◆３:R01 エゾ鹿スライス30g
◆４（※レトルトはこちらからお選びください）:R36 ほっけカットジャーキー70g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1551,"スティックサーモン30g
◆２:R10 鮭白子スライス30g
◆３:R01 エゾ鹿スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM2051,"スティックサーモン30g
◆２:R10 鮭白子スライス30g
◆３:R01 エゾ鹿スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM2051,3,3
"◆１:R05 エゾ鹿レバー30g
◆２:R12 鶏むねスライス30g
◆３:R32 エゾ鹿カットジャーキー 70g
◆４（※レトルトはこちらからお選びください）:R44.馬うまバーグ100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1552,"エゾ鹿レバー30g
◆２:R12 鶏むねスライス30g
◆３:R32 エゾ鹿カットジャーキー 70g
◆４（※レトルトはこちらからお",auto_extracted,CM2052,"エゾ鹿レバー30g
◆２:R12 鶏むねスライス30g
◆３:R32 エゾ鹿カットジャーキー 70g
◆４（※レトルトはこちらからお",CHOICE_CM2052,3,3
"◆１:R01 エゾ鹿スライス30g
◆２:R06 スライスサーモン30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお選びください）:R10 鮭白子スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1553,"エゾ鹿スライス30g
◆２:R06 スライスサーモン30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM2053,"エゾ鹿スライス30g
◆２:R06 スライスサーモン30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM2053,3,3
"◆１:R06 スライスサーモン30g
◆２:R09 フレークサーモン30g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお選びください）:R06 スライスサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1554,"スライスサーモン30g
◆２:R09 フレークサーモン30g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお",auto_extracted,CM2054,"スライスサーモン30g
◆２:R09 フレークサーモン30g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお",CHOICE_CM2054,3,3
"★1つ目:N06チキンチップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N05白子チップ10g
★4つ目※クマザサふりかけはこちら:N11.クマザサ鶏ふりかけ 30g
☆メール便のため同梱不可です:了承済み",選択肢_1555,"★1つ目:N06チキンチップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N05白子チッ",auto_extracted,CM2055,"★1つ目:N06チキンチップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N05白子チッ",CHOICE_CM2055,3,3
"◆１:R10 鮭白子スライス30g
◆２:R26 スモークサーモンチップ30g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお選びください）:R10 鮭白子スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1556,"鮭白子スライス30g
◆２:R26 スモークサーモンチップ30g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお",auto_extracted,CM2056,"鮭白子スライス30g
◆２:R26 スモークサーモンチップ30g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお",CHOICE_CM2056,3,3
"◆１:R01 エゾ鹿スライス30g
◆２:R10 鮭白子スライス30g
◆３:R23 仔牛テール30g
◆４（※レトルトはこちらからお選びください）:R39 エゾ鹿角切りレバー100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1557,"エゾ鹿スライス30g
◆２:R10 鮭白子スライス30g
◆３:R23 仔牛テール30g
◆４（※レトルトはこちらからお",auto_extracted,CM2057,"エゾ鹿スライス30g
◆２:R10 鮭白子スライス30g
◆３:R23 仔牛テール30g
◆４（※レトルトはこちらからお",CHOICE_CM2057,3,3
"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:C10.鶏ささみスライス（10g）
4つ目:C11.鶏むねスライス（10g）
★メール便のため同梱不可です:了承済",選択肢_1558,"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:C10",auto_extracted,CM2058,"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:C10",CHOICE_CM2058,3,3
"◆１:R04 エゾ鹿ふりかけ30g
◆２:R28.かぼちゃフレーク20g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお選びください）:R32 エゾ鹿カットジャーキー70g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1559,"エゾ鹿ふりかけ30g
◆２:R28.かぼちゃフレーク20g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお",auto_extracted,CM2059,"エゾ鹿ふりかけ30g
◆２:R28.かぼちゃフレーク20g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお",CHOICE_CM2059,3,3
"1つ目:C13.豚ハツスライス（10g）
2つ目:C13.豚ハツスライス（10g）
3つ目:C08.鮭白子スライス(10g)
4つ目:C13.豚ハツスライス（10g）
★メール便のため同梱不可です:了承済",選択肢_1560,"1つ目:C13.豚ハツスライス（10g）
2つ目:C13.豚ハツスライス（10g）
3つ目:C08.",auto_extracted,CM2060,"1つ目:C13.豚ハツスライス（10g）
2つ目:C13.豚ハツスライス（10g）
3つ目:C08.",CHOICE_CM2060,3,3
"★1つ目:N01エゾ鹿チップ10g
★2つ目:N01.エゾ鹿チップ10g
★3つ目:N01エゾ鹿チップ10g
★4つ目※クマザサふりかけはこちら:N08.クマザサ鹿ふりかけ 30g
☆メール便のため同梱不可です:了承済み",選択肢_1561,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N01.エゾ鹿チップ10g
★3つ目:N01エゾ鹿チッ",auto_extracted,CM2061,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N01.エゾ鹿チップ10g
★3つ目:N01エゾ鹿チッ",CHOICE_CM2061,3,3
"◆１:R12 鶏むねスライス30g
◆２:R12 鶏むねスライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお選びください）:R14 豚ハツスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1562,"鶏むねスライス30g
◆２:R12 鶏むねスライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM2062,"鶏むねスライス30g
◆２:R12 鶏むねスライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM2062,3,3
"★1つ目:N05白子チップ10g
★2つ目:N05.白子チップ10g
★3つ目:N02エゾ鹿フレーク20g
★4つ目※クマザサふりかけはこちら:N09.クマザサ鮭ふりかけ30g
☆メール便のため同梱不可です:了承済み",選択肢_1563,"★1つ目:N05白子チップ10g
★2つ目:N05.白子チップ10g
★3つ目:N02エゾ鹿フレーク",auto_extracted,CM2063,"★1つ目:N05白子チップ10g
★2つ目:N05.白子チップ10g
★3つ目:N02エゾ鹿フレーク",CHOICE_CM2063,3,3
"◆１:R19 牛タン皮ふりかけ30g
◆２:R14 豚ハツスライス30g
◆３:R01 エゾ鹿スライス30g
◆４（※レトルトはこちらからお選びください）:R05 エゾ鹿レバースライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1564,"牛タン皮ふりかけ30g
◆２:R14 豚ハツスライス30g
◆３:R01 エゾ鹿スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM2064,"牛タン皮ふりかけ30g
◆２:R14 豚ハツスライス30g
◆３:R01 エゾ鹿スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM2064,3,3
"◆１:R05 エゾ鹿レバー30g
◆２:R15 豚レバースライス30g
◆３:R21 仔牛スペアリブ30g
◆４（※レトルトはこちらからお選びください）:R20 牛タン皮チップ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1565,"エゾ鹿レバー30g
◆２:R15 豚レバースライス30g
◆３:R21 仔牛スペアリブ30g
◆４（※レトルトはこちらからお",auto_extracted,CM2065,"エゾ鹿レバー30g
◆２:R15 豚レバースライス30g
◆３:R21 仔牛スペアリブ30g
◆４（※レトルトはこちらからお",CHOICE_CM2065,3,3
"★1つ目:M01 エゾ鹿チップ 3g(猫)
★2つ目:M02 エゾ鹿フレーク 5g(猫)
★3つ目:M05 白子チップ 3g(猫)
★4つ目:M03 サーモンチップ 3g(猫)
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_1566,"★1つ目:M01 エゾ鹿チップ 3g(猫)
★2つ目:M02 エゾ鹿フレーク 5g(猫)
★3つ目:",auto_extracted,CM2066,"★1つ目:M01 エゾ鹿チップ 3g(猫)
★2つ目:M02 エゾ鹿フレーク 5g(猫)
★3つ目:",CHOICE_CM2066,3,3
"◆１:R02 エゾ鹿ミンチ30g
◆２:R18 ころころ牛タン皮30g
◆３:R20 牛タン皮チップ30g
◆４（※レトルトはこちらからお選びください）:R26 スモークサーモンチップ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1567,"エゾ鹿ミンチ30g
◆２:R18 ころころ牛タン皮30g
◆３:R20 牛タン皮チップ30g
◆４（※レトルトはこちらからお",auto_extracted,CM2067,"エゾ鹿ミンチ30g
◆２:R18 ころころ牛タン皮30g
◆３:R20 牛タン皮チップ30g
◆４（※レトルトはこちらからお",CHOICE_CM2067,3,3
"◆１:R28 かぼちゃフレーク20g
◆２:R28.かぼちゃフレーク20g
◆３:R31 ポテトフレーク 15g
◆４（※レトルトはこちらからお選びください）:R40 サーモンハラス100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_1568,"かぼちゃフレーク20g
◆２:R28.かぼちゃフレーク20g
◆３:R31 ポテトフレーク 15g
◆４（※レトルトはこちらからお",auto_extracted,CM2068,"かぼちゃフレーク20g
◆２:R28.かぼちゃフレーク20g
◆３:R31 ポテトフレーク 15g
◆４（※レトルトはこちらからお",CHOICE_CM2068,3,3
